Date,Time,City,State,Shape,Duration,Description
11/7/2015,18:05:00,Sylmar,CA,Light,45 seconds,I saw a bright spotlight high in the sky which resembled a floodlight.((NUFORC Note: U. S. Navy missile launch. PD))
11/7/2015,18:00:00,Sylmar,CA,Changing,15 minutes,Green morphing object in Southern California. ((NUFORC Note: US Navy missile launch. PD))
9/25/2014,22:00:00,Sylmar,CA,Fireball,3,Bright light in the sky.
6/30/2014,23:30:00,Sylmar,CA,Fireball,15 minutes,"Cluster of flying orbs seen over Sylmar, CA"
11/4/2014,15:00:00,Tarzana,CA,Oval,7 minutes,Looked like an aluminum stadium like a blimp that was light up and just hovered then vanished
10/20/2014,5:45:00,Tarzana,CA,Sphere,1 minute,"Spherical object hovering in the sky consistently changing colors from blue, green, and red."
1/2/2014,3:00:00,Tarzana,CA,Light,2-3 minutes,Bright green light hovering in the sky that suddenly descended rapidly in a zig zag formation until it dropped out of my line of sight.
12/29/2015,22:00:00,Tehachapi,CA,Unknown,3 seconds,Green/blue bright light beams down for several seconds - totally silent outside.
9/19/2015,2:00:00,Tehachapi,CA,Disk,45 minutes +,"Looking west from my home in Bear Valley Springs, a community approximately 17 miles from the town of Tehachapi."
6/7/2015,21:29:00,Tehachapi,CA,Circle,5 minutes,"Orange balls in the sky, drifting from the west due east; made no sound."
3/7/2015,23:50:00,Tehachapi,CA,Teardrop,2-3 seconds,I observed slmost like a white comet? Moving from behind a mtn to my south east directly over me but traveling almost straight up?? Wa
2/20/2014,21:00:00,Tehama,CA,Chevron,10 seconds,"Saw bright white stringy chevron shape heading southerly, slowly then it disappeared."
2/11/2016,6:40:00,Temecula,CA,Triangle,Seconds,Sun glinted off a triangular shaped object going the speed of a shooting star then disappeared making no sound and leaving no trail.
2/6/2016,21:20:00,Temecula,CA,Triangle,Few seconds,"Very high, south sound east direction. No noise, transparent, three lights one on each end. Disappeared when overhead, couldn't see it"
12/26/2015,17:15:00,Temecula,CA,Cylinder,3 seconds,"Large object on fire fell horizontally from sky and landed behind rocky hills, Riverside, CA."
11/7/2015,18:05:00,Temecula,CA,Light,2 minutes,"Burst of white light, green trail, spherical vapor. ((NUFORC Note: U. S. Navy missile launch. PD))"
9/25/2015,22:35:00,Temecula,CA,Light,5 minutes,BRIGHT BLUE LIGHT STATIONARY IN NORTHERN SKY.
5/20/2015,21:30:00,Temecula,CA,Circle,1 minute,"Object was flying E to W towards Gemini; looked like a satelite, then took an immediate upward direction and disappeared."
3/8/2015,16:30:00,Temecula,CA,Unknown,15 minutes,"Teal Blue Hovering Object, Bright Light then Dim, Appearing/Reappearing In Various Parts of Sky."
12/31/2014,10:15:00,Temecula,CA,Rectangle,3 seconds,"Blue rectangular, semi-transparent object (~6' x ~12') rose up out of a small grove of fruit trees and disappeared with a very bright w"
7/25/2014,22:45:00,Temecula,CA,Circle,3-5 minutes,"3 rust colored lights ""dog-fighting"" with a possible commercial airliner."
7/23/2014,21:00:00,Temecula,CA,Oval,7 minutes,"Big red ball in the sky, moving really slow."
6/26/2014,22:45:00,Temecula,CA,Changing,40 minutes,Giant fire balls in the sky.
6/18/2014,22:24:00,Temecula,CA,Light,25-30 minutes,Stationary hovering ultra bright lights that appeared and were observed for 25 minutes then disappeared
4/4/2014,23:10:00,Temecula,CA,Formation,South,I seen a yellow/gold light with a star separated blinking which got my attention from when smoking my cigarette.
3/3/2014,20:00:00,Temecula,CA,Circle,45 minutes,"Red/orange balls of light over Temecula, CA."
1/1/2014,0:30:00,Temecula,CA,Light,,5 orange glowing lights in straight line.
2/23/2014,21:55:00,Temple City,CA,Diamond,5 minutes,Ten diamond shape objects floating in the sky.
10/8/2014,19:37:00,Temple City/Arcadia,CA,Circle,10-20 seconds,"North Eastern evening sky, two objects appear and disappear like the Phoenix lights all in about 10 to 20 seconds."
11/7/2015,18:00:00,Templeton,CA,Light,10-15 minutes,White funnel shape light with giant blueish white tail and bright white head! ((NUFORC Note: US Navy missile launch. PD))
12/26/2014,UNKNOWN,Templeton,CA,Triangle,5 minutes,Buzzing triangle aircraft.
11/7/2015,18:01:00,Thousand Oaks,CA,Changing,10 minutes,"Bright obj. with a bright white trail was crossing the sky, emitted a beam. ((NUFORC Note: U. S. Navy missile launch. PD))"
10/17/2014,12:30:00,Thousand Oaks,CA,,5 seconds,"Massive, oval shaped UFO using sky camouflage."
4/11/2014,22:05:00,Thousand Oaks,CA,Circle,ongoing,Orange star like.
2/21/2014,21:04:00,Thousand Oaks,CA,Formation,2 minutes,"UFO sighting over Thousand Oaks, California."
1/21/2014,6:00:00,Thousand Oaks,CA,Light,20 seconds,"Unidentified, red and blue lights seen moving together at a high rate of speed and in random directions in Thousand Oaks, CA."
9/10/2014,19:00:00,Three Rivers,CA,Cigar,5 minutes,Cigar-shaped glowing in sw sky during daylight.
12/23/2015,16:30:00,Toluca Lake,CA,Rectangle,10 seconds,A box-shaped transparent object reflected by sunlight over Universal Studio Hollywood trailing clouds made by an aircraft.
3/9/2014,16:45:00,Toluca Lake,CA,Other,2 minutes,Bright Pinpoint of Light Near Aircraft Contrail.
10/5/2014,20:00:00,Topaga,CA,Light,5 minutes,"Three bright stationary orbs seen from Topanga, above the hills towards Santa Clarita."
3/31/2014,18:32:00,Topanga Beach,CA,Sphere,1 minute,Green-ish blue-ish sphere coming out of a bigger light that appeared ou of nowhere
11/24/2015,5:35:00,Torrance,CA,Other,10 minutes,Football Shape 10 minutes: Football like shape lights white translucent than red. ((NUFORC Note: Sighting of Venus? PD))
7/15/2015,22:11:00,Torrance,CA,Triangle,3 seconds,"A triangle of light nose diving/falling from the sky, lost sight of it behind trees. ((NUFORC Note: Possible model a/c? PD))"
1/3/2015,19:40:00,Torrance,CA,Disk,30 minutes,Bright UFO saucer with two red lights on the bottom.
11/20/2014,23:20:00,Torrance,CA,Oval,30 seconds,Red balloon-like orb traveling at a high rate of speed.
7/8/2014,21:15:00,Torrance,CA,Changing,10 minutes,"8 Red-Orange Lights Rising off Redondo Beach, CA, coast."
6/22/2014,21:00:00,Torrance,CA,Triangle,15 seconds,"Triangle with three lights flew over, very low and completely silently."
4/2/2016,22:00:00,Tracy,CA,Light,10 seconds,Looked like a green laser falling from the sky but not straight down perfectly. Did not look like a typical meteor. Was more like a gre
2/22/2016,6:30:00,Tracy,CA,Light,1 minute,Blue light streaking across Tracy.
12/6/2015,19:45:00,Tracy,CA,Changing,4 minutes,Orange lights and shape-changing pale jelly-fish-looking object seen in South Tracy.
11/7/2015,18:00:00,Tracy,CA,Light,5 minutes,"Strange lights over Tracy, California. ((NUFORC Note: US Navy missile launch. PD))"
12/21/2014,21:00:00,Tracy,CA,Circle,2 seconds,Very clear almost as if meant to be seen!
9/6/2015,16:00:00,Trinidad,CA,Other,Unknown,"UFO sighted at Trinidad, CA, out over water from the new Trinidad Pier"
9/12/2014,6:30:00,Trinidad,CA,Light,1 minute,"A group of workers witness a strange light in the sky, which accelerates and departs vertically at very high speed."
5/18/2014,21:15:00,Trinidad,CA,Diamond,5 minutes,"Orange/red star like spheres seen in Trinidad, CA."
3/15/2015,20:20:00,Truckee,CA,Light,5-8 minutes,Group of lights with rapid movent and chasing
2/17/2015,3:00:00,Truckee,CA,Cylinder,45 seconds,Between truckee ca and cisco grove ca.cylindrical object with three dim lights hovering over tree line.
8/1/2014,16:45:00,Tujunga,CA,Unknown,10 minutes,Six pins of light at very high altitude that looked like stars (except it was daylight)flew in a circle formation and then in a V forma
1/18/2014,18:00:00,Tujunga,CA,Sphere,5 minutes,Saw a reddish light move up from the little tujunga mountain on the south side. The object went up and down very quickly in a perfect a
3/16/2016,21:40:00,Turlock,CA,Light,30 seconds,Light flashed in 3 durations moving short distance over head then dramatically accelerated and continue to flash as it traveled.
11/7/2015,18:20:00,Turlock,CA,Light,15 seconds,"Bright light erratic trajectory moving NW fast, leaving fluorescent trail. ((NUFORC Note: U. S. Navy missile launch. PD))"
11/7/2015,18:00:00,Turlock,CA,Light,Blue light traveling fast,A big Blue light in the sky in the shape of a teardrop. Left a trail. ((NUFORC Note: US Navy missile launch. PD))
3/9/2015,21:30:00,Turlock,CA,Light,1 minute,Lights moving and dimming quickly.
4/10/2014,21:25:00,Turlock,CA,Triangle,5 seconds,"Bluish/Turquoise flying object over Turlock, CA."
3/5/2014,21:01:00,Turlock,CA,Fireball,~1 minute,Fireball like object moving slowly down and east then pausing and bouncing then to decrease in mass and to then drop low out of sight.
3/4/2014,22:04:00,Turlock,CA,Triangle,90 seconds,"Large triangular object spotted over Turlock, California."
3/4/2014,22:00:00,Turlock,CA,Triangle,5-10 minutes,Giant Black Triangle
2/11/2016,6:45:00,Tustin,CA,Light,10 seconds,Lime green streak of light going from east to west at 6:45 a.m. on Wed 2/11/2016.
11/17/2015,19:44:00,Tustin,CA,,60 seconds,"I saw an object that looked like a big white bird with its wings outstretched.

Its height was about where you would expect to see a"
12/29/2014,22:00:00,Tustin,CA,Formation,5-8 minutes,"Very bright red objects, round, in formation one behind the other travelling upwards at a greater speed than any commercial aircraft"
8/5/2014,0:30:00,Tustin,CA,Triangle,~30 minutes,Stationary triangular shaped UFO with 3 very bright lights sighted several times at 5-10 min intervals during a period of 1 hr..
11/7/2015,18:00:00,Tustin ,CA,Circle,5 minutes +,Mini-Moon like light appeared and traveled partial across sky creating huge light path. ((NUFORC Note: US Navy missile launch. PD))
6/17/2014,0:00:00,Ukiah,CA,Light,1-2 minutes,"Location of viewing southern Ukiah Valley, vineyards east of airport, south of ((deleted) Brewing Company. About midnight. Bright point"
7/3/2015,22:17:00,Universal City,CA,Other,1-2 minutes,Boomerang-shaped UFO materializes over Universal City.
11/6/2015,18:00:00,Upland,CA,Diamond,2 minutes,My daughter and I were headed East on Benson Avenue in the City of Upland loctade in California. My daughter was distraught and with a
11/6/2015,18:00:00,Upland,CA,Unknown,10 minutes,3 white lights in perfect unison at a constant slow speed.
7/6/2014,0:00:00,Upland,CA,Triangle,10 minutes,Unidentified flying object was spotted in Upland California flashing red lights.
2/7/2014,18:15:00,Upland,CA,Circle,10 seconds,Atypical bright light much brighter than the sharp flashes of a jumbo jet. The flashes were much smoother as they faded or blinked if
12/22/2015,18:05:00,Vacaville,CA,Changing,3 minutes,What ever it was that flew by me I for sure have never seen before. ((NUFORC Note: Re-entering space debris. PD))
10/12/2015,3:42:00,Vacaville,CA,Fireball,5-6 minutes,"Orangish color sphere shape flying over Vacaville, CA"
5/30/2015,23:03:00,Vacaville,CA,Unknown,1 minutes,"Bright light, very bright light. ((NUFORC Note: We suspect an overflight of the International Space Station. PD))"
4/22/2014,1:50:00,Vacaville,CA,Light,3 minutes,Large purple light attached to a few smaller green lights that hovered in the air and disappeared.
1/21/2014,21:45:00,Vacaville,CA,Light,2 minutes,I saw 5 red lights hoovering/moving slowly in the sky that I'm convinced were not normal air crafts.
3/3/2016,9:00:00,Vallejo,CA,Fireball,5 minutes,I was driving home approx midnight on the 4th I seen this ball of fire in the sky its shot across and then it stood still and drop some
8/8/2015,19:30:00,Vallejo,CA,Cone,20 minutes,Missile launch?
11/14/2014,21:50:00,Vallejo,CA,Circle,3 minutess,Bright orange orb in the sky.
5/5/2014,9:40:00,Vallejo,CA,Sphere,2 minutes total,Two small objects flying in formation and what appeared to be an F series fighter plane chasing them.
3/27/2015,2:08:00,Valley Springs,CA,Triangle,1 hour to present,Triangular Form 8 total sitting above Bear Mountain facing South word for visual. They are formed in Circular formation At first you se
11/7/2015,18:14:00,Valley Village,CA,Unknown,40 seconds,Orange light in the sky with a green cloud and sky being light up brightly over 30 feet
4/12/2016,2:45:00,Van Nuys,CA,Fireball,3 minutes,I OBSERVED A ORANGE ORB MOVING ABOVE VNYS AIRPORT.
3/19/2015,20:00:00,Van Nuys,CA,Light,120 seconds,Large Bright Red Orb/Light Over Van Nuys/Burbank.
8/10/2014,20:30:00,Vandenberg Village,CA,Circle,~5 minutes,"It was very red, almost looked on fire. It was a very large light when we first saw it. It was in the North sky and was heading S."
11/21/2015,1:30:00,Vannuys,CA,Egg,2 minutes,Blimp-looking object glowing like a full moon descending into the ground.
11/2/2014,1:30:00,Venice,CA,Chevron,1 minute,2 objects - both 5-7 lighst each in a chevron shape - flying slowly with no noise - three times faster than a DJI drone
4/30/2014,21:03:00,Venice,CA,Triangle,2 seconds,Drone flying over head. under the airline flight path.
2/20/2014,23:29:00,Venice,CA,Circle,4 minutes,Fiery orange-red orbs traveling at steady pace along a horizonal plane then fading away.
10/18/2015,19:00:00,Venice beach,CA,Circle,5 minutes,Flying pink and green or over Venice Beach.
12/17/2015,18:30:00,Ventura,CA,Light,30 seconds,White/Blue/Orange light falling from the sky...very fast
11/10/2015,16:00:00,Ventura,CA,Cigar,4 seconds,Like a light going horizontal across the sky. ((NUFORC Note: Possible meteor?? PD))
8/14/2015,21:49:00,Ventura,CA,Light,30 minutes,Bright light which alternated between green and red and rapidly changed direction as well as staying stationary for periods of time.
8/1/2015,2:05:00,Ventura,CA,Unknown,30 seconds,"Object slowly rising, then took off like nothing man made."
6/29/2015,22:30:00,Ventura,CA,Circle,1:00 am ongoing,Eerie lights hovering above Ventura tonight. ((NUFORC Note: Jupiter and Venus. PD))
12/20/2014,9:28:00,Ventura,CA,Diamond,10 minutes,Black hexagon shaped UFO seen above Ventura on 12-20-14.
8/26/2014,21:30:00,Ventura,CA,Light,5 minutes,Vertical red lights over ocean.
7/10/2014,21:15:00,Ventura,CA,Triangle,2 minutes,3 objects in a line formed a line and disappeared with amazing speed in to the night sky.
6/13/2014,21:20:00,Ventura,CA,Light,5 seconds,While sitting in sn orchard about 9:20 pm I saw a bright flash of white light ascending and quickly disappearing like a laser of white
2/11/2016,6:40:00,Victorville,CA,Fireball,8 seconds,Green/blue fireball travels across morning sky. ((NUFORC Note: We believe object was a meteor. See video. PD))
1/1/2015,21:00:00,Victorville,CA,Light,1 minute,Bright light flashing into second story apartment before disappearing.
2/23/2014,19:55:00,Victorville,CA,Light,45 seconds,Red light traveling slowly across sky.
11/7/2015,18:15:00,Visalia,CA,Light,15 minutes,"light in Visalia, CA, on 11/07/15. ((NUFORC Note: U. S. Navy missile launch. PD))"
5/24/2015,21:37:00,Visalia,CA,Disk,5 minutes,"Bright glowing object, seen by 4 people, manuvuer and leave at unbeleivable rate of speed."
5/24/2015,21:00:00,Visalia,CA,Disk,5-10 minutes,"It was an orange color and not flashing, and when first noticed the object was moving from the North heading South bound. The object s"
1/8/2015,17:50:00,Visalia,CA,Circle,2 minutes,Red and white flashing lights flickering simultaneously in what appeared as a half circle. Moving south east.
